Address,Owner,Accessor number (date collected),Catalog # (day inventory),Object Name,3D Scanned,3D Printed,Scanned By,Date excavated (field bag date),Object dated to,Object Description,inorganic/organic,species,Material of manufactur,Form (object type),Quantity,Measurements (diameter/circumference) - length,Length (mm),Width (mm),Height (mm),Measurement Notes,weight (grams),Weight Notes,Sivilich Diameter (in),Deformation Index,Conservation & condition,Cataloger name,Date Catalogued on,Location in repository,PLAT/LOT,Found at Depth below surface (report UNIT. mm prefered),Longtitude,Latitude,Distance from Datum,Found in grid,Excavator,Notes,Image (add column for each additional image),Data entry double checked by,Questions/ concerns,Dr.Uhl Check,SOURCES FOR ID,Location,Storage Location,Uhl Flags
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-472-B,Creamware; plain,,,,8/4/2022,1762-1820,Smaller; triangular creamware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,2 of 2,32.12,,,,,1.6,,,,No conservation,E. Lescault,,,,416,,,2017,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-473,Pearlware; plain,,,,8/4/2022,1780-1840,Pearlware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,1,12.62,,,,,0.1,,,,No conservation,E. Lescault,,,,416,,,2017,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-plain/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-476-A,Pearlware; transfer printed,,,,8/4/2022,1784-1840,Small pearlware sherd with light multitone blue decoration,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 2,4.47,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,448,,,3550,S4W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-transfer-printed/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-476-B,Pearlware; transfer printed,,,,8/4/2022,1784-1840,Small pearlware sherd with darker multitone blue decoration,Inorganic,Unknown,Refined Earthenware,Vessel,2 of 2,2.66,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,448,,,3550,S4W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-transfer-printed/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-476-C,Pearlware; plain,,,,8/4/2022,1780-1840,Triangular pearlware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 3,8.2,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,448,,,3550,S4W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-plain/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-477-A,Creamware; plain,,,,8/4/2022,1762-1820,Largest; arrow-shaped creamware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 5,16.06,,,,,0.8,,,,No conservation,E. Lescault,,,,448,,,3550,S4W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-477-B,Creamware; plain,,,,8/4/2022,1762-1821,Medium; curved creamware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,2 of 5,7.58,,,,,0.1,,,,No conservation,E. Lescault,,,,448,,,3550,S4W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-477-C,Creamware; plain,,,,8/4/2022,1762-1822,Small; thin creamware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,3 of 5,5.79,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,448,,,3550,S4W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-477-D,Creamware; plain,,,,8/4/2022,1762-1823,Small; wedge-shaped creamware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,4 of 5,4.13,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,448,,,3550,S4W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-477-E,Creamware; plain,,,,8/4/2022,1762-1824,Small; trapezoidal creamware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,5 of 5,5.78,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,448,,,3550,S4W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-478-A,Pearlware; plain,,,,8/4/2022,1780-1841,Rectangular pearlware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,2 of 3,6.72,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,448,,,3550,S4W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-plain/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-478-B,Pearlware; plain,,,,8/4/2022,1780-1842,Flat pearlware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,3 of 3,8.56,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,448,,,3550,S4W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-plain/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/22/2022,2022-7-22-483-A,Refined Earthenware,,,,7/22/2022,1762-1820,Creamware; plain glaze on one side trapezoid shape refined earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 3,11.52,,,,,0.3,,,,No conservation,I. DeLisle,,,,347,,,2077,S2W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/22/2022,2022-7-22-483-B,Refined Earthenware,,,,7/22/2022,1762-1820,Creamware; royal glaze on both sides retangular refined earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 3,12.68,,,,,0.3,,,,No conservation,I. DeLisle,,,,347,,,2077,S2W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/262/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/22/2022,2022-7-22-485,Pearlware; plain,,,,7/22/2022,1780-1840,Pearlware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,1,10.53,,,,,0.4,,,,No conservation,E. Lescault,,,,523,,,2815,S2W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-plain/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/22/2022,2022-7-22-489,Pearlware; transfer printed,,,,7/22/2022,1784-1840,Pearlware sherd with two-tone blue printed decoration,Inorganic,Unknown,Refined Earthenware,Vessel,1,12.97,,,,,0.4,,,,No conservation,E. Lescault,,,,541,,,3145,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-transfer-printed/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/22/2022,2022-7-22-490,Pearlware; plain,,,,7/22/2022,1780-1840,Pearlware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,1,5.67,,,,,0.1,,,,No conservation,E. Lescault,,,,541,,,3145,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-plain/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-491-A,Pearlware; plain,,,,7/26/2022,1780-1840,Larger pearlware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 3,10.97,,,,,0.2,,,,No conservation,E. Lescault,,,,411,,,2356,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-plain/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-491-B,Pearlware; plain,,,,7/26/2022,1780-1840,Small; cubical pearlware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,2 of 3,5.87,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,411,,,2356,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-plain/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-491-C,Pearlware; plain,,,,7/26/2022,1780-1840,Small; flatter pearlware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,3 of 3,6.39,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,411,,,2356,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-plain/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-492-A,Creamware; plain,,,,7/26/2022,1762-1820,Flat creamware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 2,7.56,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,411,,,2356,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-492-B,Creamware; plain,,,,7/26/2022,1762-1820,Curved creamware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,2 of 2,6.34,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,411,,,2356,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-496,Creamware; plain,,,,7/26/2022,1762-1820,Flat creamware sherd with no visible decoration,Inorganic,Unknown,Refined Earthenware,Vessel,1,8.12,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,264,,,2508,S3W1,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-497-A,Pearlware; edged blue,,,,7/26/2022,1785-1840,Pearlware sherd with decorated rounded edge,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 3,14.15,,,,,0.9,,,,No conservation,E. Lescault,,,,459,,,2440,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-edged/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-497-B,Pearlware; edged (by association),,,,7/26/2022,1785-1840,Large pearlware sherd with defined lip,Inorganic,Unknown,Refined Earthenware,Vessel,2 of 3,19.59,,,,,1.2,,,,No conservation,E. Lescault,,,,459,,,2440,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-edged/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-497-C,Pearlware; edged (by association),,,,7/26/2022,1785-1840,Pearlware sherd with organge/brown staining,Inorganic,Unknown,Refined Earthenware,Vessel,3 of 3,19.78,,,,,0.3,,,,No conservation,E. Lescault,,,,459,,,2440,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-edged/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-502,Refined Earthenware,,,,7/26/2022,1762-1820,Creamware; plain rectangular earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,1,19.23,,,,,1.5,,,,No conservation,I. DeLisle,,,,539,,,4193,S5W1,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-506-A,Refined Earthenware,,,,7/26/2022,1762-1820,Creamware; plain tiny sherd with glaze on one side,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 2,4.08,,,,,0.01,Approximately 0.01 g,,,No conservation,I. DeLisle,,,,465,,,2485,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-506-B,Refined Earthenware,,,,7/26/2022,1762-1820,Creamware; plain thick; rectangular sherd,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 2,7.35,,,,,0.2,,,,No conservation,I. DeLisle,,,,465,,,2485,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-508-B,Refined Earthenware,,,,7/14/2022,1830-Present,Whiteware transfer printed with design on one side with dotting and lines.,Inorganic,Unknown,Refined Earthenware,Vessel,2 of 10,13.61,,,,,0.9,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,Production: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/whiteware-transfer-printed/,Box 9 (Whiteware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-508-C,Refined Earthenware,,,,7/14/2022,1830-Present,Whiteware; hand painted; small green coloration on corner edge.,Inorganic,Unknown,Refined Earthenware,Vessel,3 of 10,7.97,,,,,0.2,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,Production: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/whiteware-hand-painted/,Box 9 (Whiteware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-508-D,Refined Earthenware,,,,7/14/2022,1775-1840,Pearlware Hand painted blue and white; back side blank; from side chips of blue decoration,Inorganic,Unknown,Refined Earthenware,Vessel,4 of 10,15.61,,,,,0.6,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,Production: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-hand-painted-blue-and-white/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-508-E,Refined Earthenware,,,,7/14/2022,1830-Present,Whiteware; hand painted; one side blue design,Inorganic,Unknown,Refined Earthenware,Vessel,5 of 10,8.97,,,,,0.3,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,Production: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/whiteware-hand-painted/,Box 9 (Whiteware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-508-F,Refined Earthenware,,,,7/14/2022,1762-1820,Creamware; plain; no marks,Inorganic,Unknown,Refined Earthenware,Vessel,6 of 10,14.52,,,,,0.8,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,Production: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-508-G,Refined Earthenware,,,,7/14/2022,1762-1820,Creamware; plain; missing glazes on both sides,Inorganic,Unknown,Refined Earthenware,Vessel,7 of 10,15.45,,,,,0.6,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,Production: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-508-H,Refined Earthenware,,,,7/14/2022,1762-1820,Creamware; plain; small; triangle shaped sherd,Inorganic,Unknown,Refined Earthenware,Vessel,8 of 10,9.39,,,,,0.2,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,Production: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-508-I,Refined Earthenware,,,,7/14/2022,1762-1820,Creamware; plain; small; one side partial glaze,Inorganic,Unknown,Refined Earthenware,Vessel,9 of 10,4.96,,,,,0.01,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,Production: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-508-J,Refined Earthenware,,,,7/14/2022,1780-1840,Pearlware; plain; small sherd with glaze on one side,Inorganic,Unknown,Refined Earthenware,Vessel,10 of 10,7.06,,,,,0.01,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,Production: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-plain/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-509-A,Refined Earthenware,,,,7/27/2022,1780-1840,Pearlware; plain thick and squareish refined earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 4,5.55,,,,,0.01,Approximately 0.01 g,,,No conservation,I. DeLisle,,,,469,,,2502,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/459/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-509-B,Refined Earthenware,,,,7/27/2022,1762-1820,Creamware; plain thick trapezoid refined earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 4,9.54,,,,,0.4,,,,No conservation,I. DeLisle,,,,469,,,2502,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-509-C,Refined Earthenware,,,,7/27/2022,1762-1820,Creamware; plain tiny refined earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 4,3.77,,,,,0.01,Approximately 0.01 g,,,No conservation,I. DeLisle,,,,469,,,2502,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-509-D,Refined Earthenware,,,,7/27/2022,1762-1820,Creamware; plain flat rectangular refined earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 4,11.65,,,,,0.2,,,,No conservation,I. DeLisle,,,,469,,,2502,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-510,Refined Earthenware,,,,7/27/2022,1780-1840,Pearlware; plain flat oval refined earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,1,8.36,,,,,0.01,Approximately 0.01 g,,,No conservation,I. DeLisle,,,,374,,,2968,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/458/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-513,Refined Earthenware,,,,8/4/2022,1762-1820,Creamware; plain thick rectangle with a lot of paste in between the glaze,Inorganic,Unknown,Refined Earthenware,Vessel,1,5.78,,,,,0.01,Approximately 0.01 g,,,No conservation,I. DeLisle,,,,508,,,3311,S4W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-525-B,Refined Earthenware,,,,7/16/2022,1830-present,Whiteware transfer printed; curved; small art dotting of black or blue,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 7,19.18,,,,,0.7,,,,No conservation,B. Ingraham,,,,,,,,S2W3,,Origin: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/whiteware-transfer-printed/,Box 9 (Whiteware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-525-C,Refined Earthenware,,,,7/16/2022,1830-present,Whiteware transfer printed; bright whitepaste; one side blue designs,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 7,17.95,,,,,0.4,,,,No conservation,B. Ingraham,,,,,,,,S2W3,,Origin: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/whiteware-transfer-printed/,Box 9 (Whiteware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-525-D,Refined Earthenware,,,,7/16/2022,1780-1840,Pearlware plain; glazed single side,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 7,10.65,,,,,0.2,,,,No conservation,B. Ingraham,,,,,,,,S2W3,,Origin: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-plain/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-525-E,Refined Earthenware,,,,7/16/2022,1795-1820,Pearlware; hand painted polychrome; early; yellow leaf desgin one side; back side brown lines desgin,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 7,10.37,,,,,0.3,,,,No conservation,B. Ingraham,,,,,,,,S2W3,,Origin: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-hand-painted-polychrome-early/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-525-F,Refined Earthenware,,,,7/16/2022,1780-1840,Pearlware; plain; glazed both sides missing peices,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 7,15.39,,,,,0.8,,,,No conservation,B. Ingraham,,,,,,,,S2W3,,Origin: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-plain/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-525-G,Refined Earthenware,,,,7/16/2022,1762-1820,Creamware; plain; glaze both sides,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 7,10.49,,,,,0.2,,,,No conservation,B. Ingraham,,,,,,,,S2W3,,Origin: England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-539-B,Refined Earthenware,,,,6/7/2021,1780-1840,a rectangular pearlware refined earthenware sherd with light blue glazing and a dark blue geometric design,Inorganic,Unknown,Refined Earthenware,Vessel,2 of 9,26.28,,,,,1.4,,,,No conservation,I. DeLisle,,,,2,,,,S3W2,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/459/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-539-E,Refined Earthenware,,,,6/7/2021,1762-1820,a creamware; plain trapezoid refined earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,5 of 9,15.42,,,,,0.5,,,,No conservation,I. DeLisle,,,,2,,,,S3W2,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-539-F,Refined Earthenware,,,,6/7/2021,1762-1820,a creamware; plain thick triangle refined earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,6 of 9,16.77,,,,,0.8,,,,No conservation,I. DeLisle,,,,2,,,,S3W2,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-539-G,Refined Earthenware,,,,6/7/2021,1830-present,a thick retangular whiteware; transfer printed light pink flower design refined earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,7 of 9,19.82,,,,,1.4,,,,No conservation,I. DeLisle,,,,2,,,,S3W2,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/410/,Box 9 (Whiteware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-539-H,Refined Earthenware,,,,6/7/2021,1795-1820,a rectangular pearlware; handpainted polychrome with a blue band and a green leaf with a brown stem refined earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,8 of 9,19.24,,,,,0.9,,,,No conservation,I. DeLisle,,,,2,,,,S3W2,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-hand-painted-polychrome-early/all/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-7-5-543,Refined Earthenware,,,,7/5/2022,1762-1820,Plain Creamware; glaze one side; small triangle shard,Inorganic,Unknown,Refined Earthenware,Vessel,1,11.95,,,,,0.01,,,,No conservation,B. Ingraham,,,,331,,,3695,S4W3,,England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/7/2022,2022-7-7-546,Refined Earthenware,,,,7/7/2022,1762-1820,Square; creamware; plain; galzed both sides,Inorganic,Unknown,Refined Earthenware,Vessel,1,15.25,,,,,0.8,,,,No conservation,B. Ingraham,,,,396,,,3461,S3W4,,England,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-570-A,Refined Earthenware,,,,7/16/2022,1840-1930,A thick square shaped white glazed ironstone; undecorated sherd,Inorganic,Unknown,Refined Earthenware,Vessel,1 of 13,15.43,,,,,1.7,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/383/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-570-C,Refined Earthenware,,,,7/16/2022,1762-1820,A rounded rim creamware plain sherd,Inorganic,Unknown,Refined Earthenware,Vessel,3 of 13,30.67,,,,,2.4,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-570-D,Refined Earthenware,,,,7/16/2022,1762-1820,A long rectangular Creamware Royal sherd with a circular spot with no glaze on one side,Inorganic,Unknown,Refined Earthenware,Vessel,4 of 13,27.41,,,,,1.8,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/262/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-570-E,Refined Earthenware,,,,7/16/2022,1762-1820,A curved triangular like Creamware Royal sherd with some of the glaze gone,Inorganic,Unknown,Refined Earthenware,Vessel,5 of 13,20.97,,,,,0.9,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/262/,,,
